index,name,geometry
1778,East 60th Street,"LINESTRING (-8233623.918855538 4977188.105106801, -8233638.52397273 4977194.821576987, -8233665.708192381 4977209.400889212, -8233676.272412058 4977215.250256483, -8233779.688219005 4977273.082757076, -8233856.632251042 4977318.687636221, -8233871.682646195 4977328.519976123)"
1779,East 60th Street,"LINESTRING (-8233623.918855538 4977188.105106801, -8233611.161641892 4977182.432118076, -8233592.382043797 4977172.144323091, -8233512.554836949 4977128.186166855)"
1780,1st Avenue,"LINESTRING (-8233356.67415399 4977042.901147388, -8233353.145326132 4977049.367674561, -8233333.753470837 4977085.198191326, -8233312.146357674 4977125.129237902, -8233307.938480922 4977132.874439557)"
1781,East 60th Street,"LINESTRING (-8233356.67415399 4977042.901147388, -8233341.746210276 4977034.641634815, -8233160.863169684 4976932.280105707, -8233128.869948032 4976914.350414873, -8233120.66570156 4976909.9855688885, -8233107.808300372 4976903.048847969)"
1782,East 60th Street,"LINESTRING (-8234220.246235768 4977521.553299305, -8234240.328271908 4977532.8114896305)"
1783,Park Avenue,"LINESTRING (-8234220.246235768 4977521.553299305, -8234216.294393845 4977528.99017031, -8234174.349209715 4977604.461503662, -8234169.673791101 4977612.897868102)"
1784,East 60th Street,"LINESTRING (-8234240.328271908 4977532.8114896305, -8234251.894367 4977539.293038509, -8234263.894608107 4977545.906868329, -8234396.086503425 4977621.393029902, -8234408.7880573245 4977628.433143634)"
1785,Park Avenue,"LINESTRING (-8234240.328271908 4977532.8114896305, -8234245.549156025 4977523.390470469, -8234286.570388382 4977449.007360566, -8234291.9359878395 4977439.1161104115)"
1786,East 60th Street,"LINESTRING (-8233871.682646195 4977328.519976123, -8233885.118908736 4977337.029587705, -8233927.932384893 4977360.971177156, -8233971.335854354 4977385.030402584, -8234030.212733036 4977417.863918847, -8234037.470763834 4977422.037927928, -8234048.825351896 4977428.24015598)"
1787,3rd Avenue,"LINESTRING (-8233871.682646195 4977328.519976123, -8233867.964575205 4977335.104269064, -8233855.964334096 4977356.415069056, -8233839.923195472 4977384.310241648, -8233829.559350881 4977402.373069761, -8233825.718828447 4977409.045595673, -8233820.2641734 4977418.584082259)"
1788,Amsterdam Avenue,"LINESTRING (-8235595.153266557 4979740.005473176, -8235587.216186862 4979754.485679994, -8235560.198946447 4979804.380079921, -8235544.847988666 4979833.120193236, -8235540.205965901 4979840.411815998)"
1789,West 72nd Street,"LINESTRING (-8235595.153266557 4979740.005473176, -8235583.743018751 4979733.404858106, -8235296.1045864895 4979573.550790051, -8235282.28983768 4979565.862454532)"
1790,West 72nd Street,"LINESTRING (-8235595.153266557 4979740.005473176, -8235611.806662379 4979749.178718453, -8235635.083567903 4979762.056558096, -8235644.3787453845 4979767.304723641)"
1791,Hudson Boulevard East,"LINESTRING (-8237761.141126717 4976200.540309225, -8237758.436063091 4976205.037096745, -8237755.1298742145 4976209.871880406, -8237708.787570196 4976282.570268476, -8237700.037858221 4976295.223105657)"
1792,East 56th Street,"LINESTRING (-8234074.384306981 4976940.333780825, -8234066.825713557 4976936.2040670235, -8233848.78422694 4976814.885317776, -8233834.724575253 4976807.066886763)"
1793,3rd Avenue,"LINESTRING (-8234074.384306981 4976940.333780825, -8234069.553041081 4976947.755512862, -8234027.140315088 4977024.074759696, -8234019.303422937 4977038.756693587)"
1794,East 57th Street,"LINESTRING (-8234019.303422937 4977038.756693587, -8234032.862136915 4977046.29607362)"
1795,East 57th Street,"LINESTRING (-8234019.303422937 4977038.756693587, -8234012.902552217 4977035.18541034, -8233899.612706437 4976972.151741067, -8233794.326732044 4976913.321663119, -8233780.434059593 4976905.503153324)"
1796,3rd Avenue,"LINESTRING (-8234019.303422937 4977038.756693587, -8234011.655773918 4977053.394559554, -8233993.566356665 4977086.065297339)"
1797,East 63rd Street,"LINESTRING (-8233364.555573939 4977406.047367605, -8233369.6428746665 4977408.825137694, -8233456.360757996 4977456.238414564, -8233460.201280428 4977458.340124351, -8233469.507589858 4977463.425382072)"
1798,West 43rd Street,"LINESTRING (-8237274.352125428 4977157.256433248, -8237098.51185777 4977060.537140668, -8237082.604302537 4977051.792623354)"
1799,West 43rd Street,"LINESTRING (-8237274.352125428 4977157.256433248, -8237344.038126664 4977195.688692733, -8237384.558421313 4977218.04266923, -8237398.3843020685 4977225.464612252)"
1800,West 35th Street,"LINESTRING (-8237314.983739567 4976210.518477795, -8237326.282667883 4976216.778718359)"
1801,Dyer Avenue,"LINESTRING (-8237314.983739567 4976210.518477795, -8237308.582868845 4976217.675138111, -8237298.441663235 4976229.98989647, -8237290.938729555 4976238.836546302, -8237284.137108668 4976246.169572751, -8237249.405427541 4976280.909676659, -8237241.223444967 4976287.963519951)"
1802,West 62nd Street,"LINESTRING (-8236108.803660973 4978810.891506497, -8236096.458329445 4978804.056330595, -8236054.535409214 4978780.743271994, -8235936.837311598 4978715.375869142, -8235925.783286162 4978709.246319508, -8235810.378370055 4978645.11411602, -8235795.6730653215 4978636.882646639)"
1803,Amsterdam Avenue,"LINESTRING (-8236108.803660973 4978810.891506497, -8236101.690345512 4978823.738710277, -8236056.683875384 4978905.129225751, -8236012.055891526 4978987.990376871, -8236007.937070366 4978994.649286485)"
1804,West 87th Street,"LINESTRING (-8234175.128446149 4980823.978140411, -8234189.466396564 4980832.284965308, -8234476.314460439 4980991.74796865, -8234491.921453049 4981000.437203989)"
1805,Central Park West,"LINESTRING (-8234175.128446149 4980823.978140411, -8234179.269531208 4980816.50935521, -8234221.570937708 4980739.73410311, -8234229.752920281 4980724.340899442)"
1806,Central Park West,"LINESTRING (-8234175.128446149 4980823.978140411, -8234170.66453457 4980832.343774714, -8234128.084829341 4980908.8845155565, -8234123.810160893 4980916.720933372)"
1807,86th Street Transverse,"LINESTRING (-8234229.752920281 4980724.340899442, -8234214.969691904 4980715.152035849, -8234205.908285353 4980710.035680348, -8234195.8672672855 4980704.595880026, -8234182.174969918 4980697.876995705, -8234172.33432693 4980693.701586332, -8234158.653161513 4980688.379412186, -8234145.695572784 4980683.909964316, -8234106.333000839 4980671.471972128, -8234092.117501865 4980666.605575243, -8234082.065351848 4980662.988858887, -8234071.790562846 4980658.651741446, -8234063.964802642 4980654.843900939, -8234055.4265976995 4980650.286255958, -8234046.387455047 4980644.728872372, -8234037.103409515 4980638.318772483, -8234027.507669408 4980631.614635817, -8234007.603744455 4980615.971668161, -8233971.736604521 4980587.964349765, -8233962.374635345 4980581.304353593, -8233953.624923371 4980575.291248367, -8233944.0514471615 4980569.601589864, -8233933.097609268 4980563.25034708, -8233921.197555702 4980557.237252972, -8233907.739029263 4980550.680191247, -8233893.055988428 4980544.196643511, -8233878.094648866 4980538.212964955, -8233805.97075078 4980510.852751733, -8233717.516283398 4980477.259042933, -8233706.662633044 4980472.6426736, -8233696.844253956 4980468.305640707, -8233688.896042315 4980464.350856459, -8233676.250148159 4980457.867366047, -8233663.682177648 4980450.707598189, -8233653.51870814 4980444.429941573, -8233643.911836083 4980438.049376692, -8233634.6389224995 4980431.1836583065, -8233626.056189761 4980423.847489178, -8233618.8872145545 4980416.423115211, -8233613.031809338 4980407.925521837, -8233607.899980812 4980399.486742657, -8233603.157770504 4980389.945344318, -8233599.751394086 4980382.300471021, -8233596.8014275795 4980374.508587088, -8233593.9405166665 4980365.511174134, -8233591.346772532 4980354.720170181, -8233589.532264832 4980345.796283552, -8233582.441213269 4980307.880882537, -8233580.303879044 4980297.722108745, -8233578.222204568 4980289.842083097, -8233575.316765856 4980279.99205998, -8233572.066236726 4980270.05383777, -8233567.568929298 4980259.204133356, -8233562.926906531 4980249.354141144, -8233555.68000768 4980236.166928322, -8233548.767067304 4980224.979128507, -8233542.778078699 4980216.49640316, -8233536.154568995 4980208.101893648, -8233530.020865053 4980201.295142546, -8233523.441883147 4980194.444292017, -8233492.873550975 4980169.040321711)"
1808,West 86th Street,"LINESTRING (-8234229.752920281 4980724.340899442, -8234242.565793673 4980732.280084549, -8234286.97113855 4980757.376773262, -8234356.11167428 4980795.8232024, -8234460.262189867 4980853.147623958, -8234530.961198471 4980892.755923074, -8234545.532919815 4980900.812864758)"
1809,Central Park West,"LINESTRING (-8234229.752920281 4980724.340899442, -8234236.9552913355 4980710.726682227, -8234267.72399859 4980657.196234668, -8234280.603663676 4980634.408025535, -8234285.9803950805 4980625.322160852)"
1810,Central Park West,"LINESTRING (-8234229.752920281 4980724.340899442, -8234221.570937708 4980739.73410311, -8234179.269531208 4980816.50935521, -8234175.128446149 4980823.978140411)"
1811,Central Park West,"LINESTRING (-8234123.810160893 4980916.720933372, -8234118.900971349 4980925.365994468, -8234077.746155604 4981001.495791566, -8234073.460355208 4981009.346986329)"
1812,Central Park West,"LINESTRING (-8234123.810160893 4980916.720933372, -8234128.084829341 4980908.8845155565, -8234170.66453457 4980832.343774714, -8234175.128446149 4980823.978140411)"
1813,11th Avenue,"LINESTRING (-8237402.948401192 4977216.940400946, -8237415.40505221 4977183.049386119, -8237435.175393775 4977145.131564402, -8237438.425922907 4977139.399813459, -8237446.630169378 4977124.717728309)"
1814,11th Avenue,"LINESTRING (-8237402.948401192 4977216.940400946, -8237423.943257156 4977189.486612327, -8237436.956505629 4977168.161479656, -8237446.886204208 4977152.068457221, -8237450.515219608 4977146.322005403, -8237458.340979812 4977131.6693034135)"
1815,West 57th Street,"LINESTRING (-8236926.077966531 4978656.050221785, -8236945.358502337 4978673.218756613, -8236979.17736364 4978692.195314384, -8236987.39274206 4978696.105283619, -8236997.7899825005 4978699.2215008205)"
1816,West 57th Street,"LINESTRING (-8236926.077966531 4978656.050221785, -8236891.2572298115 4978636.544568581, -8236799.786004227 4978586.141670714, -8236760.545883721 4978564.490112039, -8236700.878636656 4978531.329365735, -8236684.214108886 4978522.260156409)"
1817,West 67th Street,"LINESTRING (-8235225.461237632 4978922.401094766, -8235238.006944244 4978929.633239631, -8235333.0737893805 4978981.419669187, -8235465.12096936 4979054.814872111, -8235475.028404041 4979060.3272519, -8235526.881022853 4979089.153373952, -8235542.076133345 4979097.605720617)"
1818,Central Park West,"LINESTRING (-8235225.461237632 4978922.401094766, -8235220.429596648 4978931.441276684, -8235179.185725308 4979005.600483248, -8235174.866529066 4979013.552970743)"
1819,Central Park West,"LINESTRING (-8235225.461237632 4978922.401094766, -8235229.813829722 4978914.389883638, -8235269.3656448 4978843.244737342, -8235273.072583845 4978836.159649909, -8235275.5216126405 4978831.558755636)"
1820,Central Park West,"LINESTRING (-8235174.866529066 4979013.552970743, -8235169.8571519805 4979022.799031811, -8235127.989891494 4979098.370107111, -8235123.55937576 4979106.7195634805)"
1821,Central Park West,"LINESTRING (-8235174.866529066 4979013.552970743, -8235179.185725308 4979005.600483248, -8235220.429596648 4978931.441276684, -8235225.461237632 4978922.401094766)"
1822,West 66th Street,"LINESTRING (-8235275.5216126405 4978831.558755636, -8235289.581264327 4978838.467447532, -8235381.709274909 4978889.885908005, -8235521.036749585 4978966.602519089, -8235526.335557347 4978969.513028942, -8235576.395932358 4978997.64800223, -8235592.080848609 4979006.614755785)"
1823,Central Park West,"LINESTRING (-8235275.5216126405 4978831.558755636, -8235280.4085382875 4978822.548064823, -8235322.164479284 4978746.655741083, -8235327.051404929 4978738.115502947)"
1824,Central Park West,"LINESTRING (-8235275.5216126405 4978831.558755636, -8235273.072583845 4978836.159649909, -8235269.3656448 4978843.244737342, -8235229.813829722 4978914.389883638, -8235225.461237632 4978922.401094766)"
1825,Central Park West,"LINESTRING (-8235073.042590838 4979198.872752395, -8235068.467359765 4979207.016496025, -8235026.922925802 4979282.11859626, -8235022.1473196475 4979290.424109636)"
1826,Central Park West,"LINESTRING (-8235073.042590838 4979198.872752395, -8235077.818196992 4979190.405618206, -8235119.139991976 4979115.039627456, -8235123.55937576 4979106.7195634805)"
1827,Central Park West,"LINESTRING (-8235327.051404929 4978738.115502947, -8235322.164479284 4978746.655741083, -8235280.4085382875 4978822.548064823, -8235275.5216126405 4978831.558755636)"
1828,Central Park West,"LINESTRING (-8235327.051404929 4978738.115502947, -8235331.415128968 4978730.48662184, -8235362.5734544415 4978674.041906302, -8235373.171069965 4978654.697906968, -8235377.95780807 4978646.304739843)"
1829,65th Street Transverse,"LINESTRING (-8235327.051404929 4978738.115502947, -8235310.631780038 4978731.500865804, -8235305.043541599 4978729.4870771635, -8235298.9654974025 4978727.781971778, -8235291.60727906 4978726.444346211, -8235284.015289788 4978725.871078165, -8235276.311981025 4978725.841679804, -8235268.831311244 4978726.31205358, -8235261.7068638345 4978726.973516743, -8235254.560152525 4978728.384638303, -8235246.990427152 4978730.383727529, -8235222.043729263 4978738.747568509, -8235215.186448632 4978740.482074213, -8235207.739174698 4978741.716807275, -8235201.349435926 4978741.73150648, -8235194.748190121 4978740.805456666, -8235188.35845135 4978739.39433331, -8235181.078156652 4978737.174754281, -8235172.384104421 4978733.867435467, -8235155.942215632 4978726.767728199)"
1830,West 69th Street,"LINESTRING (-8235123.55937576 4979106.7195634805, -8235136.617152031 4979114.010643893, -8235424.945765134 4979273.107489738, -8235439.539750376 4979281.163095173)"
1831,Central Park West,"LINESTRING (-8235123.55937576 4979106.7195634805, -8235119.139991976 4979115.039627456, -8235077.818196992 4979190.405618206, -8235073.042590838 4979198.872752395)"
1832,Central Park West,"LINESTRING (-8235123.55937576 4979106.7195634805, -8235127.989891494 4979098.370107111, -8235169.8571519805 4979022.799031811, -8235174.866529066 4979013.552970743)"
1833,West 79th Street,"LINESTRING (-8235732.688497431 4980689.614391563, -8235724.873869178 4980685.07143248, -8235711.137044013 4980677.279306935)"
1834,West 79th Street,"LINESTRING (-8235732.688497431 4980689.614391563, -8235759.071216748 4980704.213623901, -8235793.435543557 4980723.444065974, -8235812.838530801 4980734.16196641, -8235875.934418184 4980769.3297004085)"
1835,,"LINESTRING (-8234019.7264370015 4977069.237575749, -8233993.566356665 4977086.065297339)"
1836,3rd Avenue,"LINESTRING (-8234019.7264370015 4977069.237575749, -8233990.761105498 4977117.384042389, -8233979.206142355 4977134.770324769, -8233972.961118919 4977144.044001144)"
1837,West 42nd Street,"LINESTRING (-8237446.630169378 4977124.717728309, -8237458.340979812 4977131.6693034135)"
1838,11th Avenue,"LINESTRING (-8237446.630169378 4977124.717728309, -8237455.6470481325 4977108.316145766, -8237494.864904739 4977034.465275193, -8237500.185976399 4977024.7067143535)"
1839,West 42nd Street,"LINESTRING (-8237446.630169378 4977124.717728309, -8237438.16988808 4977119.706130722, -8237346.13093309 4977068.017750768, -8237344.7505714055 4977067.238826464, -8237330.601864126 4977059.258530085, -8237153.993491981 4976959.821350641, -8237138.3308396265 4976951.003440932)"
